FIPS,Total Number of Services,Total Medicare Payment Amount,Total Number of Services: 2019,Total Medicare Payment Amount: 2019,Total Number of Services: 2018,Total Medicare Payment Amount: 2018,Total Number of Services: 2017,Total Medicare Payment Amount: 2017,Total Number of Services: 2016,Total Medicare Payment Amount: 2016,Total Number of Services: 2015,Total Medicare Payment Amount: 2015,tot_ratio,% ASC Procedures: 2019,% ASC Billing: 2019,% ASC Procedures: 2018,% ASC Billing: 2018,% ASC Procedures: 2017,% ASC Billing: 2017,% ASC Procedures: 2016,% ASC Billing: 2016,% ASC Procedures: 2015,% ASC Billing: 2015,% ASC Procedures,% ASC Billing,Total Medicare Payment Amount: Slope,Total Number of Services: Slope,% ASC Billing: Slope,% ASC Procedures: Slope,Beneficiaries with Part A and Part B,Average Age,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Eligible for Medicaid,Average HCC Score,Hospital Readmission Rate,Emergency Department Visits per 1000 Beneficiaries,Procedures Per Capita Standardized Costs,Procedure Events Per 1000 Beneficiaries,metro,pct_poverty,median_house_income,pop,2013_Rural_urban_cont_code,Pct_wthout_high_diploma,Pct_wth_high_diploma,Pct_wth_some_coll,Pct_wth_coll_degree,unemployment,pct_uninsured,fibro,tabacco,obesity,migrane,Alzheimers,Depression,Alcohol Abuse,Drug Abuse,Schizo_othr_psych,COPD,Chronic Kidney Disease,Osteoporosis,Stroke,Diabetes,Asthma,Arthritis,Hypertension,Heart Failure,Ischemic Heart Disease,Population Density,Medicare Population Density,Urban,LISA_CL,Moran I score for ACS billing fraction
12095,2150.0,423267.990001,486.0,154056.97,326.0,78047.7,464.0,57020.29,366.0,54243.770001,508.0,79899.26,50.843069,32.716049,63.946331,13.496933,42.734943,7.112069,11.518461,5.464481,13.534089,18.700787,43.493394,16.325581,42.650894,2.6e-05,-0.003322,0.035371,0.074863,165046.6,72.0,44.136,66.988,13.832,13.442,18.668,1.128,21.62,694.8,760.468,5187.6,1,15.08,55419.2,1349746.0,1.0,11.5,24.4,29.6,34.6,3.94,15.3,16.6,6.4,20.2,3.0,13.98,18.34,2.05,2.875,3.34,11.76,29.2,7.1,4.86,32.04,5.96,32.18,62.72,16.16,33.84,1494.02554,182.689066,1,1,High-High
12111,609.0,303692.42,106.0,49830.4,45.0,23639.67,24.0,17570.52,292.0,144151.52,142.0,68500.31,28.0,66.037736,78.724835,68.888889,96.738575,100.0,100.0,65.410959,74.128806,83.802817,90.994756,71.428571,81.943958,-1.5e-05,-0.007075,-0.003802,-0.035797,71817.0,72.4,46.176,80.752,10.054,6.102,14.612,1.072,21.136,772.0,894.76,7122.4,1,13.76,50418.2,312946.6,2.0,13.7,33.2,31.5,21.6,5.2,17.8,21.6,9.2,23.6,3.6,11.22,18.16,2.9,3.925,2.98,14.66,24.62,7.32,5.0,27.88,5.22,35.94,63.64,14.68,36.42,547.18023,125.570441,0,1,High-High
13013,25.0,7637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7637.0,1.98637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000327,-0.1,0.0,0.0,11295.8,69.6,44.658,85.44,8.992,2.428,20.22,1.022,18.296,746.0,725.786,5333.0,1,11.94,59809.4,78990.4,1.0,15.5,34.1,31.4,19.0,4.1,17.34,22.2,12.2,23.0,3.8,9.8,17.7,2.425,4.5,2.72,13.46,26.4,5.7,4.02,29.32,5.42,33.1,62.48,14.54,27.02,492.738399,70.462669,1,3,Low-High
13059,258.0,113352.48,41.0,17765.69,77.0,38429.16,98.0,47993.43,30.0,6631.7,12.0,2532.5,13.008831,100.0,100.0,53.246753,90.705782,100.0,100.0,0.0,0.0,0.0,0.0,69.767442,88.764348,3.9e-05,0.021233,0.025668,0.025303,15385.8,70.4,43.904,70.898,24.078,1.87,20.382,1.002,17.524,733.6,752.544,6124.4,1,29.06,38608.6,126176.0,3.0,12.0,19.9,24.1,44.0,4.86,17.04,18.8,9.4,21.6,3.4,10.72,19.12,2.925,4.05,3.82,8.72,24.24,5.72,4.36,24.22,5.14,33.92,60.0,13.08,23.8,1058.52349,129.075503,0,1,High-High
13071,58.0,10585.65,23.0,2999.72,22.0,2857.4,13.0,4728.53,0.0,0.0,0.0,0.0,4.993462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000518,0.133543,0.0,0.0,8484.8,70.0,47.548,80.724,15.662,2.53,28.008,1.098,21.172,990.0,601.446,3861.4,0,24.1,37253.0,45486.0,6.0,25.3,38.8,23.1,12.8,4.68,23.56,23.8,16.2,20.6,3.8,11.92,20.9,5.55,6.175,4.42,17.4,23.44,6.28,4.02,31.12,5.06,36.6,67.06,17.2,26.7,83.590461,15.592673,0,3,Low-High
13113,61.0,12172.4,0.0,0.0,0.0,0.0,14.0,2425.96,36.0,9366.44,11.0,380.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000158,-0.066759,0.0,0.0,20284.2,73.0,45.288,79.36,15.3,1.91,6.654,0.9,15.594,511.4,713.204,5777.0,1,5.82,88229.6,112302.8,1.0,4.7,20.9,28.2,46.2,4.18,10.68,17.8,5.4,18.6,3.2,10.76,14.76,1.125,1.825,2.02,8.12,20.4,5.7,3.98,24.3,4.32,29.6,59.32,10.64,24.8,577.861708,104.373733,1,0,Non Significant
08059,483.0,226985.15,176.0,88725.98,78.0,40966.81,189.0,86497.36,11.0,3268.13,29.0,7526.87,25.548685,72.159091,89.127424,85.897436,97.402751,64.021164,78.6915,0.0,0.0,0.0,0.0,65.217391,82.405413,2.9e-05,0.013328,0.02885,0.033754,92132.0,71.2,46.142,87.65,1.006,6.652,14.264,0.93,14.502,564.8,725.17,5780.6,1,7.34,80271.8,574798.2,1.0,5.5,20.3,29.1,45.2,2.76,6.9,18.8,7.4,14.4,3.2,9.7,17.72,2.475,3.3,2.46,9.42,21.36,6.92,2.84,17.28,4.84,30.04,42.62,10.38,19.96,752.148891,120.558801,1,1,High-High
09015,38.0,8010.03,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3724.61,20.0,4285.42,1.898382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000634,-0.133272,0.0,0.0,20871.0,70.6,45.306,91.46,1.022,4.464,37.034,1.034,18.162,881.4,518.186,4303.4,1,11.5,62653.8,116565.6,2.0,11.6,33.2,30.9,24.3,4.9,5.72,17.0,11.6,18.6,3.6,10.9,22.22,3.975,5.0,4.3,16.34,21.14,6.42,3.66,26.62,8.1,32.1,59.9,13.48,26.04,227.263263,40.691349,0,0,Non Significant
12001,2818.0,817435.209999,622.0,158299.039999,687.0,171764.13,552.0,177514.71,440.0,133434.21,517.0,176423.12,132.0,19.935691,37.684846,25.473071,47.975896,30.434783,46.943383,29.772727,50.135306,28.820116,40.016354,26.508162,44.393401,2e-06,0.012617,-0.05864,-0.294361,38184.8,72.2,44.27,77.482,15.732,3.2,19.076,0.998,21.244,695.6,732.728,5065.0,1,20.56,47690.6,265442.8,2.0,7.4,21.2,28.1,43.3,3.86,12.14,21.2,7.4,16.6,3.8,12.22,19.34,2.675,3.475,3.06,10.74,24.44,8.56,4.16,25.78,6.1,36.26,57.9,13.66,25.3,303.356266,43.638774,0,1,High-High
12023,917.0,342947.219999,207.0,71647.04,180.0,64475.89,168.0,59019.6,184.0,69557.7,178.0,78246.989999,18.201872,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-8.6e-05,0.064655,0.0,0.0,14232.6,71.0,46.642,85.448,10.408,2.164,24.006,1.054,21.602,906.4,829.802,5382.0,0,17.38,44069.8,69968.0,4.0,13.9,36.7,34.6,14.9,4.42,12.98,20.6,12.4,20.6,4.6,12.22,21.0,2.825,3.375,3.52,18.16,26.96,7.18,4.7,28.92,5.28,35.28,61.9,17.94,32.78,87.726029,17.844865,0,0,Non Significant
12055,253.0,67507.73,19.0,9741.82,19.0,10662.4,23.0,11571.3,20.0,9660.6,172.0,25871.61,9.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,15.116279,52.565341,42.29249,81.821178,-0.000161,-0.016655,0.052704,0.029452,31871.4,74.0,45.79,86.34,4.916,6.52,16.01,1.118,17.652,767.0,954.958,7150.8,1,19.68,38943.4,103436.8,3.0,14.3,38.8,29.8,17.2,5.92,19.02,21.0,7.6,21.8,2.8,12.96,17.28,2.05,2.025,3.44,19.28,28.62,7.62,4.9,30.22,4.44,42.88,66.88,17.16,40.56,101.746285,31.350511,0,1,High-High
12073,129.0,6145.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,6145.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000407,-0.01938,0.0,0.0,37899.6,71.8,43.918,72.746,21.918,2.106,21.346,1.0,20.16,792.8,725.782,4602.2,1,20.06,51057.8,289770.4,2.0,6.5,19.0,28.3,46.2,4.08,11.2,17.0,7.4,18.2,3.6,13.82,18.34,2.425,2.725,4.02,10.9,21.76,8.14,4.24,26.9,5.2,29.92,59.34,14.46,25.3,434.534799,56.8336,0,0,Non Significant
04013,16338.0,11556220.680039,3889.0,2872583.390008,3414.0,2584743.290016,3476.0,2271765.880001,2766.0,1813838.39,2793.0,2013289.730015,540.0,67.806634,88.795998,66.139426,88.452907,73.043728,88.000599,71.9812,87.413787,69.101325,86.164581,69.500551,87.887511,3e-06,0.003061,1.473669,-0.255732,613597.2,72.4,46.026,84.468,3.282,7.04,8.716,0.922,16.136,581.0,981.83,7421.8,1,13.86,62169.6,4328809.8,1.0,12.3,22.4,32.6,32.7,4.46,12.44,21.2,6.4,16.8,3.6,8.1,14.94,1.95,2.675,1.6,9.22,24.38,7.74,3.68,22.52,5.8,34.6,53.44,10.3,24.82,470.515491,66.694311,1,0,Non Significant
05051,1475.0,877656.83,320.0,202385.49,329.0,211093.45,303.0,181164.93,235.0,132232.39,288.0,150780.57,32.56529,92.5,98.529959,100.0,100.0,91.419142,95.035535,100.0,100.0,95.833333,98.92957,95.79661,98.452354,4e-05,0.028759,-0.047892,-0.102171,27112.4,72.0,45.416,92.688,4.422,1.134,15.184,0.938,18.108,613.6,661.822,5330.2,1,18.06,42773.6,98555.0,3.0,10.9,31.4,36.0,21.6,4.3,11.06,20.0,9.6,13.4,2.8,10.3,18.22,2.275,3.725,2.86,11.74,17.9,6.78,3.68,22.04,3.98,35.42,58.56,13.9,31.44,145.408325,40.001711,0,0,Non Significant
13313,43.0,21324.72,0.0,0.0,28.0,14184.44,0.0,0.0,15.0,7140.28,0.0,0.0,3.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,4.4e-05,0.020338,0.0,0.0,15962.6,70.2,45.014,87.772,3.424,6.85,24.734,1.0,16.144,767.6,606.426,4817.2,1,14.96,47094.8,104237.2,3.0,30.5,29.4,24.3,15.7,5.52,22.36,20.4,14.2,15.2,3.6,11.28,17.36,1.925,3.975,3.02,16.38,23.32,5.8,3.86,31.82,4.28,32.36,64.88,15.36,27.6,358.864438,54.955519,0,0,Non Significant
17019,555.0,76074.24,40.0,19574.16,162.0,20257.88,158.0,13149.63,118.0,17734.65,77.0,5357.92,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000203,-0.002713,0.0,0.0,26346.4,70.0,45.94,81.554,12.904,1.366,21.848,0.97,21.74,824.8,682.006,4220.8,1,19.46,52009.4,209922.4,3.0,5.0,22.0,28.0,45.0,4.46,6.4,19.0,10.4,15.6,4.2,9.0,17.88,2.025,2.475,3.12,10.58,21.52,6.88,3.3,26.06,5.84,32.4,54.32,13.02,20.72,210.709188,26.445146,0,0,Non Significant
17029,108.0,23068.63,56.0,11195.79,25.0,8121.85,0.0,0.0,0.0,0.0,27.0,3750.99,6.995012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000233,0.038476,0.0,0.0,9259.2,71.0,44.31,96.148,1.32,0.638,27.052,1.07,20.04,898.0,527.544,4079.0,0,19.48,45689.8,51353.0,5.0,8.6,30.5,34.9,26.0,5.04,6.82,21.6,15.2,21.2,3.0,11.4,22.24,2.275,3.25,3.66,16.78,25.14,6.84,3.58,29.1,5.04,37.4,58.38,20.5,30.62,101.030709,18.216337,0,0,Non Significant
17049,78.0,27784.94,41.0,8631.79,13.0,6764.62,13.0,6955.51,11.0,5433.02,0.0,0.0,4.996896,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.000425,0.090988,0.025,0.025,7033.8,72.0,44.864,0.0,0.0,0.0,15.822,0.946,18.008,695.6,636.35,4549.2,0,9.86,56932.6,34136.8,7.0,6.9,35.8,34.5,22.7,4.04,5.44,17.2,9.8,15.2,2.6,10.08,17.94,1.35,1.725,2.98,14.56,22.0,6.22,3.26,27.44,4.0,38.32,59.18,14.3,27.78,71.3,14.691182,0,0,Non Significant
18059,15.0,6054.84,15.0,6054.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997899,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.000413,0.166667,0.025,0.025,13622.4,72.0,43.754,94.828,1.528,0.692,14.232,0.962,16.626,608.4,529.666,3927.2,1,5.92,73192.4,75164.4,1.0,7.1,32.7,29.3,30.8,3.34,7.0,21.2,8.8,21.4,2.8,11.04,23.0,1.575,2.15,2.86,13.3,22.6,7.34,3.74,26.94,5.08,30.96,58.62,12.58,27.04,245.622451,44.515319,1,0,Non Significant
18095,523.0,128240.85,93.0,23532.6,169.0,42982.15,74.0,21318.65,77.0,15282.04,110.0,25125.41,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7e-05,0.009652,0.0,0.0,27967.6,71.0,43.518,91.012,6.458,0.724,21.864,1.068,16.448,854.8,536.334,4059.2,1,16.34,47914.4,129455.4,1.0,11.6,39.4,30.6,18.4,4.38,9.78,27.2,13.6,19.2,4.2,12.2,24.36,1.975,4.8,3.56,15.52,25.92,7.06,3.6,29.8,8.74,38.72,61.52,15.74,30.58,286.459622,61.886859,1,0,Non Significant
18105,1541.0,626519.379999,382.0,138318.95,315.0,116355.69,294.0,107995.34,179.0,95050.29,371.0,168799.11,55.563319,58.638743,74.759807,65.079365,80.589355,70.068027,79.063467,87.150838,87.770874,69.272237,81.290689,68.007787,80.317798,-1.2e-05,0.006001,-0.229198,-0.096745,19128.0,72.0,43.942,94.296,1.814,0.534,18.898,0.916,14.08,598.8,521.08,4829.2,1,22.22,48191.8,146460.6,3.0,7.3,22.2,24.8,45.7,3.96,9.98,17.2,9.4,11.0,3.4,11.04,20.0,2.45,2.75,4.48,9.96,18.98,6.94,3.26,23.86,4.54,30.36,52.86,11.66,22.48,371.247804,48.485586,0,0,Non Significant
18153,495.0,55758.54,97.0,11139.36,128.0,14523.92,133.0,15021.59,137.0,15073.67,0.0,0.0,7.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,0.000131,0.013966,0.025,0.025,4189.8,71.0,45.564,0.0,0.0,0.0,21.222,1.03,18.116,747.8,483.506,3216.6,1,14.66,47876.8,20729.8,3.0,11.3,44.2,32.4,12.1,5.04,9.82,21.8,10.2,16.0,3.0,14.58,17.38,1.35,2.4,2.36,19.44,25.5,5.48,3.44,30.18,4.54,34.16,60.18,21.16,37.44,46.360664,9.370178,0,0,Non Significant
18179,23.0,1476.09,0.0,0.0,23.0,1476.09,0.0,0.0,0.0,0.0,0.0,0.0,1.969967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000847,0.054348,0.0,0.0,5598.2,72.0,43.74,0.0,0.0,0.0,16.976,0.94,15.608,695.4,562.77,3789.2,1,8.74,57781.6,28010.6,2.0,7.8,40.2,33.8,18.2,3.16,8.32,21.8,9.4,14.4,2.0,11.1,20.42,1.575,2.3,3.12,13.24,29.94,6.72,2.98,27.8,8.34,34.1,64.6,9.8,28.02,76.09777,15.208904,0,0,Non Significant
17077,35.0,9535.67,0.0,0.0,0.0,0.0,35.0,9535.67,0.0,0.0,0.0,0.0,1.925726,0.0,0.0,0.0,0.0,51.428571,90.498623,0.0,0.0,0.0,0.0,51.428571,90.498623,0.0,0.0,0.0,0.0,9281.6,69.6,47.058,86.83,10.062,1.144,28.624,0.99,20.436,940.0,529.728,3986.0,1,25.44,37701.0,57976.6,3.0,8.1,24.1,33.7,34.1,4.72,7.82,20.0,12.4,18.4,4.0,9.28,20.5,2.175,3.325,4.12,15.44,23.8,4.76,3.22,26.74,4.5,34.58,58.96,12.76,26.44,99.261233,15.890947,0,4,High-Low
17089,249.0,79259.85,42.0,14935.26,31.0,5683.29,55.0,13706.34,80.0,25437.9,41.0,19497.06,16.999957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.902439,40.699982,7.228916,10.011752,-0.000135,-0.032849,-0.061425,-0.056944,68092.6,72.4,44.726,82.718,3.872,9.318,11.882,0.956,17.04,618.8,747.208,6483.2,1,9.46,76814.0,531376.2,1.0,15.4,22.7,28.7,33.1,5.06,9.7,17.8,6.8,15.4,2.8,9.72,16.82,1.75,1.5,2.28,9.58,21.44,6.96,3.96,25.6,4.74,35.12,58.0,12.38,23.92,1021.763342,130.932704,1,0,Non Significant
17103,72.0,4055.74,16.0,845.6,0.0,0.0,0.0,0.0,0.0,0.0,56.0,3210.14,3.743452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000612,-0.033967,0.0,0.0,7359.0,71.0,46.558,94.53,1.29,2.016,19.506,0.942,15.718,682.2,494.948,3600.8,0,11.9,56025.6,34389.4,6.0,11.2,33.8,36.8,18.2,4.56,5.68,16.0,12.2,20.6,3.0,9.4,18.26,2.175,1.5,2.76,13.24,22.5,5.1,3.02,25.84,4.0,32.72,58.6,14.88,30.86,47.44046,10.151801,0,0,Non Significant
17121,26.0,1279.92,0.0,0.0,0.0,0.0,26.0,1279.92,0.0,0.0,0.0,0.0,0.805775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9012.6,71.0,46.232,94.66,3.31,0.656,27.726,1.092,18.366,860.2,533.366,4274.6,0,16.88,46445.8,37743.2,4.0,11.0,35.2,38.6,15.2,5.5,6.4,15.6,11.4,18.4,2.4,11.04,20.14,1.25,1.95,3.2,19.52,25.28,6.86,3.96,29.6,3.84,30.14,61.6,19.54,31.86,65.942767,15.746301,0,0,Non Significant
17179,14.0,802.44,0.0,0.0,0.0,0.0,0.0,0.0,14.0,802.44,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001558,-0.089286,0.0,0.0,27224.8,73.0,45.914,97.05,0.24,0.47,11.07,0.946,18.16,634.4,574.122,4843.4,1,8.82,61427.4,133195.2,2.0,7.3,31.7,34.7,26.3,5.4,4.72,19.0,7.6,13.4,2.0,9.36,15.96,1.25,1.375,2.12,13.68,24.12,5.16,3.44,25.04,4.7,31.7,59.06,14.3,23.12,205.239655,41.950525,0,0,Non Significant
18011,363.0,116882.46,50.0,11658.86,0.0,0.0,119.0,37784.95,116.0,39029.7,78.0,28408.95,12.835491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2e-05,-0.017467,0.0,0.0,9490.6,72.8,43.574,94.978,0.94,0.7,13.176,0.958,15.408,672.6,612.138,4573.6,1,6.2,81696.0,65544.2,1.0,6.3,19.5,24.9,49.3,2.98,6.86,19.0,7.4,12.0,2.8,11.98,19.84,1.6,1.95,2.78,11.88,21.58,7.08,3.22,26.1,4.4,31.32,53.52,14.54,30.62,154.982703,22.441022,1,0,Non Significant
13139,836.0,410144.27,220.0,117835.04,109.0,56073.72,156.0,95087.02,98.0,48571.24,253.0,92577.25,27.0,81.363636,92.644531,89.908257,96.398402,100.0,100.0,100.0,100.0,65.612648,84.320435,83.373206,93.855191,1.7e-05,-0.002981,0.076286,0.025643,32135.8,72.2,45.418,88.184,4.468,4.884,14.642,0.976,17.866,618.8,767.762,6394.4,1,14.12,59907.0,198667.2,3.0,20.9,27.7,26.9,24.5,3.92,21.1,21.8,9.2,19.6,3.0,9.82,18.36,2.1,3.85,2.4,11.3,26.14,6.76,3.74,25.1,4.58,32.64,61.5,14.08,25.36,505.795072,81.815867,0,0,Non Significant
13175,989.0,520314.95,216.0,114437.82,213.0,116751.61,207.0,105504.29,173.0,90000.54,180.0,93620.69,15.99549,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.000118,0.07094,140737488355328.0,0.0,9918.6,70.0,45.828,73.432,24.48,0.53,23.736,1.106,16.868,743.2,699.744,5646.0,0,24.44,39641.4,47404.6,5.0,14.1,43.1,26.5,16.2,5.96,15.06,18.2,11.4,34.4,3.4,10.04,18.2,2.15,3.85,3.52,15.92,31.4,5.68,4.12,30.44,5.68,34.14,67.58,17.56,33.9,58.720222,12.2862,0,1,High-High
13293,20.0,1120.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1120.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002232,-0.125,0.0,0.0,6327.8,69.2,45.148,78.046667,20.58,0.423333,26.37,0.958,16.714,832.6,585.584,4541.8,0,20.74,38714.8,26236.4,6.0,17.7,38.4,30.5,13.4,5.5,14.62,19.8,11.8,18.6,3.2,10.3,15.86,1.925,3.725,2.72,14.8,22.24,3.36,3.22,26.58,2.76,35.66,60.22,12.44,26.3,81.117497,19.564243,0,0,Non Significant
20155,210.0,67549.29,48.0,12867.59,12.0,905.71,63.0,19832.24,76.0,30852.89,11.0,3090.86,15.985041,0.0,0.0,0.0,0.0,23.809524,37.831884,51.315789,71.923116,0.0,0.0,25.714286,43.957931,-1.7e-05,0.002862,-0.017145,-0.024773,13337.0,72.2,44.422,93.212,1.526,3.346,16.0,0.92,14.384,582.6,570.686,5027.8,0,13.38,48937.2,62764.6,4.0,11.5,27.7,39.9,20.9,3.86,10.76,23.0,10.4,18.0,2.8,9.32,24.76,1.8,2.275,3.02,14.9,25.8,8.3,3.2,27.82,6.8,24.46,62.44,11.7,26.08,49.997849,10.624163,0,0,Non Significant
20173,4965.0,2619486.290001,1248.0,632477.290002,1322.0,689773.889999,898.0,459994.919999,694.0,412750.519999,803.0,424489.670001,206.0,66.105769,82.449691,65.80938,80.607374,66.035635,76.659618,67.579251,80.941427,65.255293,75.961658,66.082578,79.658752,1.1e-05,0.004932,0.389736,-0.023173,79171.8,71.6,44.514,84.97,7.088,3.906,14.754,0.944,15.3,653.4,644.618,5373.4,1,14.06,54835.6,513375.4,2.0,10.4,26.3,32.4,30.9,4.16,11.98,18.8,9.6,14.2,2.8,10.64,19.36,2.0,2.525,3.54,10.98,22.74,4.96,3.04,26.34,3.82,27.92,53.48,13.54,27.44,514.655864,79.369271,0,0,Non Significant
21183,20.0,919.41,20.0,919.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002719,0.125,0.0,0.0,5416.2,69.0,49.446,97.995,0.89,0.335,28.204,1.016,17.492,873.2,516.126,3832.2,0,18.12,43391.0,24070.6,6.0,16.7,43.0,26.7,13.6,5.9,6.82,26.2,20.0,37.0,3.4,9.5,22.82,2.075,4.875,3.02,18.28,25.6,6.46,3.14,38.62,5.56,35.92,68.72,17.8,34.24,40.987001,9.222612,0,0,Non Significant
21199,12.0,1936.32,12.0,1936.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001291,0.208333,0.0,0.0,15909.8,68.2,46.63,97.668,1.104,0.392,32.552,0.952,17.766,722.8,517.462,4016.0,0,21.52,39977.6,64350.4,5.0,17.2,35.7,30.7,16.5,5.22,7.66,22.8,15.6,17.0,3.2,9.6,21.08,2.025,5.225,3.08,16.68,19.72,3.62,3.54,28.34,4.42,33.78,63.26,11.74,32.18,97.736358,24.164044,0,0,Non Significant
22033,5319.0,548203.759999,1156.0,131935.31,1195.0,148049.32,972.0,105705.64,932.0,89263.9,1064.0,73249.59,127.0,3.892734,11.196419,6.359833,22.881787,0.0,0.0,0.0,0.0,0.0,0.0,2.274864,8.874138,4.7e-05,0.008677,0.108658,0.409086,67691.2,70.2,44.924,60.192,34.402,1.696,25.112,1.124,17.91,662.0,696.098,5578.0,1,18.34,52916.4,443763.4,2.0,9.5,27.3,28.3,34.9,4.72,10.08,18.2,8.8,25.4,2.6,11.4,18.5,2.4,5.05,5.86,8.26,25.84,5.7,4.86,27.7,3.98,31.64,61.9,13.76,25.16,974.503156,148.649681,0,0,Non Significant
22073,647.0,174229.3,177.0,52357.59,115.0,27933.79,201.0,54479.24,82.0,18636.04,72.0,20822.64,38.0,46.892655,72.090694,14.782609,16.211728,32.835821,40.20983,30.487805,41.540424,44.444444,55.767664,34.46677,47.944462,6e-05,0.018491,0.004271,-0.016421,26364.4,70.8,42.79,73.298,24.534,0.7,28.588,1.1,19.088,814.6,728.794,6346.0,1,23.48,41177.0,155493.6,3.0,13.5,34.1,28.2,24.2,5.64,10.2,18.6,10.4,20.4,2.2,13.58,16.4,1.9,2.825,4.56,13.88,26.72,6.7,5.26,28.66,4.1,37.84,65.24,16.64,32.8,254.737994,43.191581,0,0,Non Significant
22105,976.0,62911.49,674.0,46316.09,302.0,16595.4,0.0,0.0,0.0,0.0,0.0,0.0,15.38173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7e-05,0.004648,0.0,0.0,21175.8,68.2,45.964,69.862,26.85,1.744,38.024,1.134,19.112,963.2,756.824,6029.0,1,21.2,45127.4,132056.6,3.0,16.4,37.2,26.5,20.0,6.08,11.3,25.0,13.6,19.8,3.6,11.24,18.48,2.075,6.775,4.74,15.12,27.98,5.66,4.88,32.5,4.5,40.4,64.4,16.54,30.38,166.890904,26.761619,0,0,Non Significant
21017,407.0,169437.1,68.0,30604.83,72.0,31824.31,82.0,32667.64,60.0,24862.92,125.0,49477.4,11.956127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9e-05,-0.038825,0.0,0.0,4205.6,71.0,44.908,90.692,6.754,0.96,21.462,0.966,17.32,795.2,494.892,3823.6,1,15.94,46908.4,20058.4,2.0,16.0,35.6,28.9,19.4,4.3,8.68,16.6,15.8,17.2,2.6,9.48,16.1,2.15,4.05,2.06,14.5,22.76,5.12,3.32,28.06,3.86,30.92,57.46,14.8,30.54,69.233982,14.516135,0,2,Low-Low
