FIPS,Total Number of Services,Total Medicare Payment Amount,Total Number of Services: 2019,Total Medicare Payment Amount: 2019,Total Number of Services: 2018,Total Medicare Payment Amount: 2018,Total Number of Services: 2017,Total Medicare Payment Amount: 2017,Total Number of Services: 2016,Total Medicare Payment Amount: 2016,Total Number of Services: 2015,Total Medicare Payment Amount: 2015,tot_ratio,% ASC Procedures: 2019,% ASC Billing: 2019,% ASC Procedures: 2018,% ASC Billing: 2018,% ASC Procedures: 2017,% ASC Billing: 2017,% ASC Procedures: 2016,% ASC Billing: 2016,% ASC Procedures: 2015,% ASC Billing: 2015,% ASC Procedures,% ASC Billing,Beneficiaries with Part A and Part B,Average Age,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Eligible for Medicaid,Average HCC Score,Hospital Readmission Rate,Emergency Department Visits per 1000 Beneficiaries,Procedures Per Capita Standardized Costs,Procedure Events Per 1000 Beneficiaries,metro,pct_poverty,median_house_income,pop,2013_Rural_urban_cont_code,Pct_wthout_high_diploma,Pct_wth_high_diploma,Pct_wth_some_coll,Pct_wth_coll_degree,unemployment,pct_uninsured,fibro,tabacco,obesity,migrane,Alzheimers,Depression,Alcohol Abuse,Drug Abuse,Schizo_othr_psych,COPD,Chronic Kidney Disease,Osteoporosis,Stroke,Diabetes,Asthma,Arthritis,Hypertension,Heart Failure,Ischemic Heart Disease,Population Density,Medicare Population Density,Moran I score for ACS billing fraction,County
13139,1088.0,421825.7,220.0,117835.04,109.0,56073.72,156.0,95087.02,117.0,48927.87,486.0,103902.05,31.0,81.363636,92.644531,89.908257,96.398402,100.0,100.0,83.760684,99.271111,34.156379,75.129932,64.0625,91.256102,32135.8,72.2,45.418,88.184,4.468,4.884,14.642,0.976,17.866,618.8,767.762,6394.4,1,14.12,59907.0,198667.2,3.0,20.9,27.7,26.9,24.5,3.92,21.1,21.8,9.2,19.6,3.0,9.82,18.36,2.1,3.85,2.4,11.3,26.14,6.76,3.74,25.1,4.58,32.64,61.5,14.08,25.36,505.795072,81.815867,Non Significant,Hall
13175,1014.0,522917.04,216.0,114437.82,213.0,116751.61,207.0,105504.29,173.0,90000.54,205.0,96222.78,17.994926,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.804878,97.295765,97.534517,99.50239,9918.6,70.0,45.828,73.432,24.48,0.53,23.736,1.106,16.868,743.2,699.744,5646.0,0,24.44,39641.4,47404.6,5.0,14.1,43.1,26.5,16.2,5.96,15.06,18.2,11.4,34.4,3.4,10.04,18.2,2.15,3.85,3.52,15.92,31.4,5.68,4.12,30.44,5.68,34.14,67.58,17.56,33.9,58.720222,12.2862,High-High,Laurens
13293,160.0,10821.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,10821.69,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6327.8,69.2,45.148,78.046667,20.58,0.423333,26.37,0.958,16.714,832.6,585.584,4541.8,0,20.74,38714.8,26236.4,6.0,17.7,38.4,30.5,13.4,5.5,14.62,19.8,11.8,18.6,3.2,10.3,15.86,1.925,3.725,2.72,14.8,22.24,3.36,3.22,26.58,2.76,35.66,60.22,12.44,26.3,81.117497,19.564243,Non Significant,Upson
20155,424.0,74715.14,64.0,13459.27,12.0,905.71,63.0,19832.24,159.0,33965.46,126.0,6552.46,20.980366,0.0,0.0,0.0,0.0,23.809524,37.831884,24.528302,65.332134,0.0,0.0,12.735849,39.741972,13337.0,72.2,44.422,93.212,1.526,3.346,16.0,0.92,14.384,582.6,570.686,5027.8,0,13.38,48937.2,62764.6,4.0,11.5,27.7,39.9,20.9,3.86,10.76,23.0,10.4,18.0,2.8,9.32,24.76,1.8,2.275,3.02,14.9,25.8,8.3,3.2,27.82,6.8,24.46,62.44,11.7,26.08,49.997849,10.624163,Non Significant,Reno
20173,5094.0,2636672.650001,1295.0,638801.280002,1352.0,693643.019999,917.0,462541.109999,708.0,414638.699999,822.0,427048.540001,212.0,63.706564,81.633457,64.349112,80.157747,64.667394,76.237624,66.242938,80.572836,63.746959,75.506496,64.409109,79.13952,79171.8,71.6,44.514,84.97,7.088,3.906,14.754,0.944,15.3,653.4,644.618,5373.4,1,14.06,54835.6,513375.4,2.0,10.4,26.3,32.4,30.9,4.16,11.98,18.8,9.6,14.2,2.8,10.64,19.36,2.0,2.525,3.54,10.98,22.74,4.96,3.04,26.34,3.82,27.92,53.48,13.54,27.44,514.655864,79.369271,Non Significant,Sedgwick
21183,180.0,8795.78,132.0,6406.04,48.0,2389.74,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5416.2,69.0,49.446,97.995,0.89,0.335,28.204,1.016,17.492,873.2,516.126,3832.2,0,18.12,43391.0,24070.6,6.0,16.7,43.0,26.7,13.6,5.9,6.82,26.2,20.0,37.0,3.4,9.5,22.82,2.075,4.875,3.02,18.28,25.6,6.46,3.14,38.62,5.56,35.92,68.72,17.8,34.24,40.987001,9.222612,Non Significant,Ohio
21199,204.0,14462.86,51.0,3956.9,42.0,4833.19,27.0,1424.52,62.0,2612.11,22.0,1636.14,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15909.8,68.2,46.63,97.668,1.104,0.392,32.552,0.952,17.766,722.8,517.462,4016.0,0,21.52,39977.6,64350.4,5.0,17.2,35.7,30.7,16.5,5.22,7.66,22.8,15.6,17.0,3.2,9.6,21.08,2.025,5.225,3.08,16.68,19.72,3.62,3.54,28.34,4.42,33.78,63.26,11.74,32.18,97.736358,24.164044,Non Significant,Pulaski
22001,32.0,4803.6,0.0,0.0,20.0,2984.4,12.0,1819.2,0.0,0.0,0.0,0.0,1.990601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10808.8,70.2,46.61,82.332,15.216,1.294,32.818,1.068,17.884,769.6,729.904,5219.4,1,23.08,41343.0,62456.6,2.0,21.0,41.3,24.3,13.3,6.1,11.78,16.6,12.0,23.4,2.0,11.5,22.66,1.8,3.75,4.44,14.02,22.58,7.36,4.78,33.96,3.8,35.2,69.94,18.56,35.74,95.336267,16.498987,Non Significant,Acadia
22033,22215.0,1381542.749999,4368.0,302050.75,4418.0,307565.15,4268.0,263389.89,3984.0,239779.83,5177.0,268757.129999,403.0,1.03022,4.890579,1.720235,11.014359,0.0,0.0,0.0,0.0,0.0,0.0,0.544677,3.521307,67691.2,70.2,44.924,60.192,34.402,1.696,25.112,1.124,17.91,662.0,696.098,5578.0,1,18.34,52916.4,443763.4,2.0,9.5,27.3,28.3,34.9,4.72,10.08,18.2,8.8,25.4,2.6,11.4,18.5,2.4,5.05,5.86,8.26,25.84,5.7,4.86,27.7,3.98,31.64,61.9,13.76,25.16,974.503156,148.649681,Non Significant,East Baton Rouge
22073,992.0,215575.67,207.0,56637.09,151.0,32969.83,293.0,65116.83,202.0,32796.93,139.0,28054.99,55.0,40.096618,66.643519,11.258278,13.735436,22.525597,33.641088,12.376238,23.604313,23.021583,41.391211,22.479839,38.748946,26364.4,70.8,42.79,73.298,24.534,0.7,28.588,1.1,19.088,814.6,728.794,6346.0,1,23.48,41177.0,155493.6,3.0,13.5,34.1,28.2,24.2,5.64,10.2,18.6,10.4,20.4,2.2,13.58,16.4,1.9,2.825,4.56,13.88,26.72,6.7,5.26,28.66,4.1,37.84,65.24,16.64,32.8,254.737994,43.191581,Non Significant,Ouachita
22105,5282.0,259183.060001,3277.0,155886.52,1761.0,84187.27,127.0,10155.77,48.0,3845.17,69.0,5108.33,71.1405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21175.8,68.2,45.964,69.862,26.85,1.744,38.024,1.134,19.112,963.2,756.824,6029.0,1,21.2,45127.4,132056.6,3.0,16.4,37.2,26.5,20.0,6.08,11.3,25.0,13.6,19.8,3.6,11.24,18.48,2.075,6.775,4.74,15.12,27.98,5.66,4.88,32.5,4.5,40.4,64.4,16.54,30.38,166.890904,26.761619,Non Significant,Tangipahoa
22115,353.0,32245.45,81.0,7488.14,72.0,6565.84,58.0,5493.45,82.0,7283.21,60.0,5414.81,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7025.0,69.6,47.09,83.646,10.598,2.712,23.402,1.094,21.138,831.0,539.66,3693.0,0,16.7,47386.4,49646.2,5.0,13.2,40.2,29.0,17.5,6.74,9.72,21.2,12.6,17.0,2.6,10.82,18.84,2.075,5.95,3.18,20.9,28.36,6.0,5.78,37.34,5.6,39.78,67.68,23.66,37.1,37.38672,5.290268,Non Significant,Vernon
21017,582.0,178606.13,140.0,34183.8,72.0,31824.31,124.0,34923.04,121.0,28197.58,125.0,49477.4,20.923222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4205.6,71.0,44.908,90.692,6.754,0.96,21.462,0.966,17.32,795.2,494.892,3823.6,1,15.94,46908.4,20058.4,2.0,16.0,35.6,28.9,19.4,4.3,8.68,16.6,15.8,17.2,2.6,9.48,16.1,2.15,4.05,2.06,14.5,22.76,5.12,3.32,28.06,3.86,30.92,57.46,14.8,30.54,69.233982,14.516135,Non Significant,Bourbon
21115,265.0,64843.13,0.0,0.0,0.0,0.0,0.0,0.0,174.0,38928.72,91.0,25914.41,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5710.2,66.6,50.684,0.0,0.0,0.0,34.906,1.062,20.946,1051.6,460.138,3888.4,0,25.18,35953.2,22634.2,7.0,19.4,36.3,28.0,16.3,8.06,6.96,25.8,21.2,23.0,4.8,8.68,23.1,1.75,6.1,2.98,27.74,24.38,6.18,3.46,33.98,6.18,44.32,69.28,18.26,36.38,86.405577,21.798567,Low-Low,Johnson
19045,778.0,127179.6,24.0,1640.45,35.0,20517.62,578.0,54427.27,75.0,28581.95,66.0,22012.31,19.0,0.0,0.0,100.0,100.0,7.266436,42.627161,24.0,35.868441,25.757576,43.078623,14.395887,49.892373,10217.4,72.2,45.326,96.234,1.628,0.556,18.202,0.986,17.168,696.6,593.53,5540.8,0,13.18,52341.2,46909.2,4.0,9.1,38.8,34.2,17.9,4.18,4.82,19.2,8.0,15.8,2.8,9.64,18.52,2.0,1.55,3.06,15.16,24.28,4.68,2.74,28.12,6.08,30.42,61.4,14.28,36.14,67.503508,14.703093,High-Low,Clinton
19113,587.0,171884.53,106.0,32112.33,86.0,32542.42,126.0,40425.09,130.0,34373.38,139.0,32431.31,40.0,36.792453,52.948011,12.790698,19.337775,0.0,0.0,0.0,0.0,0.0,0.0,8.517888,13.55318,37608.0,71.4,43.75,94.138,2.456,0.798,17.194,0.97,15.726,673.6,545.116,4657.0,1,10.1,63236.4,223861.4,2.0,5.5,27.0,34.3,33.1,3.3,4.3,20.0,9.4,17.4,3.4,8.78,22.18,2.025,1.975,3.6,11.56,22.38,7.62,2.36,24.2,5.38,29.2,55.56,12.82,23.48,312.271789,52.460663,Non Significant,Linn
19169,834.0,34935.52,0.0,0.0,0.0,0.0,0.0,0.0,180.0,8156.86,654.0,26778.66,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11627.0,73.4,44.394,95.126,0.928,0.536,11.52,0.928,14.768,540.8,556.088,5247.2,1,17.88,58052.6,96941.0,3.0,2.8,17.4,28.1,51.6,2.04,5.4,20.0,5.0,16.2,2.8,8.94,16.92,1.45,1.725,2.58,8.66,19.3,7.3,2.84,22.36,5.16,26.54,51.3,10.78,23.18,169.235254,20.297896,Non Significant,Story
20015,1018.0,44916.44,0.0,0.0,0.0,0.0,0.0,0.0,306.0,12584.57,712.0,32331.87,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10990.4,72.2,44.956,95.546,0.54,1.466,11.686,0.928,14.538,650.2,662.474,5283.6,1,9.54,64004.4,66698.0,2.0,7.5,25.9,36.9,29.8,3.78,8.24,21.0,9.6,14.4,2.2,11.4,17.76,1.2,1.775,2.42,11.7,20.8,4.26,3.04,25.92,3.12,30.8,55.56,15.76,31.12,46.646427,7.686331,Non Significant,Butler
27113,268.0,7132.53,0.0,0.0,0.0,0.0,0.0,0.0,69.0,1296.6,199.0,5835.93,6.815587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2619.2,70.2,48.616,0.0,0.0,0.0,24.638,0.968,16.416,721.6,380.928,2610.2,0,9.9,54688.8,14182.6,6.0,6.8,33.1,40.7,19.3,5.08,4.62,23.0,10.4,14.0,2.6,7.14,17.48,3.1,3.125,4.14,11.24,24.36,4.66,2.9,24.76,3.5,23.56,45.1,11.58,23.46,23.002417,4.248017,Non Significant,Pennington
28003,358.0,45726.9,62.0,9239.49,89.0,11482.38,68.0,7095.78,39.0,5717.72,100.0,12191.53,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8769.0,68.6,44.248,89.63,9.06,0.416,32.034,1.086,17.906,847.0,613.162,5953.6,0,18.22,40618.4,37090.0,7.0,18.7,32.2,32.0,17.1,4.92,15.14,28.4,16.6,18.2,6.4,9.54,25.26,2.425,4.75,3.84,23.3,24.0,6.24,4.2,31.7,6.54,46.06,66.38,18.8,36.94,92.716192,21.920418,Non Significant,Alcorn
28049,3256.0,885310.359998,537.0,138004.99,515.0,188382.969999,692.0,176011.46,816.0,224993.46,696.0,157917.48,150.0,14.33892,16.849376,28.737864,43.376421,24.855491,35.070347,26.960784,39.072767,40.373563,50.455789,27.579853,37.758993,38913.8,70.0,43.208,46.646,51.636,0.338,27.632,1.09,20.066,800.0,573.898,4777.0,1,21.52,43137.2,238797.0,2.0,12.5,25.0,33.5,29.0,5.38,13.84,16.0,8.8,14.8,2.6,11.78,16.36,2.1,3.9,5.74,9.02,21.88,4.62,4.38,29.06,4.36,32.1,61.44,13.64,21.66,274.561047,44.741825,Non Significant,Hinds
28075,2147.0,692682.33,415.0,156677.91,445.0,166999.620001,438.0,124448.93,390.0,120637.86,459.0,123918.01,67.209675,71.084337,92.423284,64.044944,91.980263,52.739726,81.585957,55.384615,77.865406,48.801743,78.211448,58.26735,85.291571,14578.6,71.2,43.442,70.066,28.39,0.468,25.952,1.006,16.518,743.8,596.374,4994.8,0,22.64,40900.4,76279.2,5.0,15.5,27.5,37.3,19.7,5.76,13.34,23.0,10.4,15.0,3.4,14.64,19.72,2.05,10.15,4.8,13.56,19.38,4.58,4.28,29.2,4.52,42.44,67.08,13.1,24.62,108.407496,20.71901,High-High,Lauderdale
23009,6999.0,315767.54,1821.0,76000.15,1833.0,76046.72,0.0,0.0,1566.0,79305.48,1779.0,84415.19,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13891.6,72.0,45.076,96.118,0.29,0.442,25.622,0.9,17.164,707.4,429.624,2899.6,0,11.14,52925.0,54601.2,6.0,5.9,30.8,29.2,34.1,4.12,11.76,19.0,8.8,17.0,2.8,8.82,21.36,2.925,2.775,2.52,11.16,18.7,5.54,2.72,19.72,4.54,29.04,46.34,11.16,22.76,34.407613,8.753961,Low-Low,Hancock
24001,1319.0,103008.58,190.0,11115.85,268.0,21749.2,252.0,16529.38,433.0,33230.0,176.0,20384.15,51.0,0.0,0.0,4.104478,27.085134,6.746032,8.760764,10.39261,29.571983,19.318182,38.07262,8.112206,24.198421,16302.0,72.0,44.526,95.982,2.086,0.43,22.866,1.024,19.022,755.6,567.68,5164.2,1,17.38,43767.2,71444.8,3.0,9.8,41.8,29.5,18.9,5.78,6.0,18.8,9.8,16.0,3.6,10.72,21.22,3.1,4.475,4.24,14.36,26.68,7.66,5.58,31.36,7.34,45.24,67.94,15.04,30.2,168.439119,38.433791,Non Significant,Allegany
24003,4690.0,2331351.14,1093.0,497759.91,1062.0,541691.54,851.0,439242.779999,868.0,455744.560001,816.0,396912.35,171.0,65.690759,82.507394,72.12806,82.891882,78.143361,86.63293,80.299539,89.594623,83.578431,92.321043,75.223881,86.430231,80510.2,72.4,43.542,80.974,12.636,1.634,11.236,0.932,19.978,584.0,727.69,6429.4,1,6.38,96044.4,571275.4,1.0,7.6,23.7,27.0,41.7,3.54,5.3,19.8,8.4,16.4,2.8,10.34,17.86,2.15,2.675,2.38,10.2,23.1,6.62,4.0,26.82,5.1,33.66,58.14,11.48,24.9,1376.892375,194.046305,High-High,Anne Arundel
24035,17.0,15581.25,0.0,0.0,0.0,0.0,0.0,0.0,17.0,15581.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,100.0,8782.0,72.8,45.838,88.852,7.852,0.6,10.92,0.886,16.424,668.0,733.826,6185.8,1,6.94,89935.4,49632.4,1.0,6.8,28.9,27.8,36.5,3.6,5.54,20.8,7.4,16.0,2.6,8.96,17.98,2.125,2.725,2.04,10.3,19.62,5.42,3.68,25.84,4.76,34.5,58.0,10.9,26.44,133.453435,23.613367,High-High,Queen Anne's
24041,11.0,902.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,902.62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10305.4,74.0,44.082,85.476,10.508,0.724,11.094,0.894,15.964,606.0,712.4,5767.6,0,9.56,66972.2,37167.2,6.0,8.8,24.5,26.2,40.6,3.94,8.08,15.4,5.8,13.2,2.6,9.4,16.78,2.1,1.575,2.14,9.54,19.72,7.4,4.38,25.84,6.04,33.8,59.24,11.52,25.76,138.405738,38.375947,Low-High,Talbot
26073,41.0,3475.36,0.0,0.0,0.0,0.0,13.0,1925.84,12.0,654.24,16.0,895.28,2.985605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10013.4,69.2,46.048,92.792,1.17,1.52,26.392,1.018,17.028,915.2,563.846,4027.4,0,23.92,44859.4,70688.4,4.0,8.5,31.8,30.6,29.1,4.32,8.84,23.0,14.8,30.0,4.6,10.76,24.34,2.325,4.4,4.38,16.32,20.42,5.48,3.7,27.74,6.78,36.2,56.32,17.56,30.54,123.435025,17.485249,Non Significant,Isabella
26077,499.0,208139.14,96.0,42053.82,74.0,20714.86,55.0,20762.1,194.0,86739.46,80.0,37868.9,23.99236,39.583333,60.09787,0.0,0.0,0.0,0.0,39.690722,64.428854,52.5,69.335048,31.462926,51.607357,44936.4,71.0,44.152,85.608,9.046,1.524,17.22,0.974,14.816,716.8,589.714,4292.8,1,14.86,54888.2,262744.8,2.0,6.4,22.0,32.8,38.8,3.82,6.36,22.6,10.8,18.8,3.4,10.54,22.02,2.65,3.4,4.36,11.2,23.74,5.38,3.26,25.32,4.36,31.5,52.92,14.08,25.24,467.802114,80.006694,Non Significant,Kalamazoo
26103,14.0,2141.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2141.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14441.0,71.8,49.264,95.914,0.376,0.43,12.132,0.848,14.49,615.8,482.932,3874.8,0,14.54,51453.4,66686.2,5.0,5.0,30.9,31.1,32.9,5.42,5.82,16.4,9.4,25.0,3.6,8.34,19.64,2.45,2.075,2.22,10.9,16.7,5.22,2.58,22.84,5.86,29.66,50.14,11.62,24.18,36.875781,7.985508,Non Significant,Marquette
26111,1255.0,133025.41,95.0,14800.23,188.0,22041.04,752.0,49507.72,100.0,12523.68,120.0,34152.74,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17252.8,71.0,45.126,94.87,0.882,1.094,21.83,0.968,17.54,693.8,559.638,4437.4,1,10.54,61396.0,83355.4,3.0,5.8,28.9,30.1,35.2,4.4,5.66,20.2,9.6,22.2,3.4,10.22,20.44,2.15,2.825,3.44,13.54,22.34,5.4,2.78,25.44,5.4,31.4,53.88,14.8,28.98,161.462306,33.419273,Non Significant,Midland
26155,2467.0,88709.41,511.0,19438.46,545.0,17926.69,524.0,17882.03,650.0,24073.42,237.0,9388.81,33.99118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15060.2,69.6,44.794,96.096,0.352,1.434,23.254,1.018,16.79,737.2,588.938,4492.4,0,11.44,53272.0,68340.4,4.0,7.8,37.3,37.9,17.0,4.92,6.18,22.4,15.4,32.0,3.6,10.44,22.06,2.25,4.75,3.0,15.82,22.48,5.2,3.54,28.52,5.54,36.42,55.12,14.6,26.84,128.781837,28.379703,Non Significant,Shiawassee
26161,45282.0,3904952.950006,7865.0,599242.130001,7954.0,662004.92,8779.0,756831.880002,9558.0,871741.480003,11126.0,1015132.540001,845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52035.2,71.0,43.732,77.874,12.932,1.516,18.776,0.992,18.22,669.8,548.142,5052.2,1,13.94,69589.0,367000.2,2.0,4.7,14.6,24.7,55.9,3.38,5.2,21.0,7.8,23.2,4.4,10.86,21.62,3.1,4.175,4.24,9.38,22.34,5.96,3.74,22.96,6.0,30.38,48.66,12.5,21.5,519.856084,73.707903,Non Significant,Washtenaw
27019,1661.0,66489.78,383.0,16024.92,283.0,11263.44,226.0,9314.6,236.0,9976.74,533.0,19910.08,43.939124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11934.6,70.4,45.512,93.176,1.364,1.382,18.976,0.916,16.606,679.2,560.798,4423.2,1,4.18,99312.8,101948.8,1.0,3.9,18.2,29.0,48.9,2.92,3.1,18.0,7.2,11.2,3.2,10.22,18.98,2.45,3.3,4.26,7.56,16.9,3.96,2.74,17.78,4.36,25.64,39.42,10.86,19.42,287.726804,33.682636,Low-Low,Carver
29097,5616.0,522842.659999,579.0,75237.48,215.0,46994.2,166.0,71025.21,191.0,89170.3,4465.0,240415.47,56.085066,11.226252,53.670126,13.953488,15.293653,41.566265,47.648771,51.308901,68.601418,0.918253,8.618672,5.395299,31.233589,21571.2,70.8,44.498,94.65,1.202,1.38,19.532,1.05,17.72,758.8,554.714,4447.2,1,17.14,45530.2,119919.6,3.0,13.3,33.6,29.6,23.6,3.54,14.74,22.6,13.2,17.2,3.0,10.82,22.84,2.25,2.875,3.46,18.58,26.46,7.4,3.16,28.66,5.54,39.92,63.1,13.88,30.92,187.818389,33.78487,Non Significant,Jasper
29159,155.0,49625.53,0.0,0.0,0.0,0.0,0.0,0.0,70.0,22488.39,85.0,27137.14,7.995328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8115.4,72.0,44.818,94.626,2.38,1.194,18.916,0.992,18.094,696.8,514.598,3854.8,0,15.16,44572.6,42354.8,4.0,13.5,34.8,33.7,18.0,4.42,15.32,17.8,13.2,17.0,2.0,12.06,21.64,2.425,3.475,3.7,16.7,16.92,4.52,3.58,26.08,4.64,37.72,54.6,15.0,29.4,62.083603,11.895541,Non Significant,Pettis
29169,47.0,4882.0,0.0,0.0,25.0,3184.6,0.0,0.0,0.0,0.0,22.0,1697.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5906.8,69.6,47.39,87.394,5.874,1.726,17.274,0.976,17.626,555.2,460.184,3087.4,0,14.64,51789.2,52425.2,5.0,7.2,27.5,37.1,28.3,4.68,11.28,20.2,13.0,17.2,3.8,9.32,18.0,1.75,2.675,2.94,14.7,23.18,4.66,2.96,27.96,3.58,32.54,51.34,13.98,26.9,95.823973,10.796583,Low-Low,Pulaski
30013,6631.0,310848.32,907.0,44446.85,1612.0,73870.11,1621.0,72898.48,1450.0,65889.1,1041.0,53743.78,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16714.4,72.0,46.63,91.594,0.598,1.288,17.708,0.946,14.28,551.8,488.97,3904.2,1,13.62,48166.8,81625.4,3.0,8.2,32.8,33.3,25.7,3.82,10.56,21.4,10.2,13.8,3.8,9.92,19.88,2.675,4.025,3.2,14.66,19.62,8.58,2.74,23.0,7.06,35.24,51.02,10.5,23.58,30.252268,6.194745,Non Significant,Cascade
34007,4576.0,835925.59,473.0,79510.68,641.0,129142.139999,602.0,158092.38,1307.0,225112.930001,1553.0,244067.46,193.966577,14.376321,49.247799,16.536661,54.663877,31.395349,70.411376,12.088753,41.93354,13.007083,44.345096,15.799825,50.685869,84505.0,71.2,43.518,71.292,15.746,7.74,20.314,1.07,20.462,805.0,727.222,6447.8,1,12.08,67109.4,506737.6,1.0,11.3,29.5,26.7,32.5,5.06,8.08,20.0,10.0,14.6,3.2,11.7,18.18,2.525,4.65,3.4,10.78,24.76,6.22,5.04,31.0,7.24,35.66,61.72,13.78,29.94,2290.204869,381.921062,High-High,Camden
34015,5808.0,630790.400001,1027.0,119611.66,1129.0,135312.690001,1115.0,117442.47,1249.0,132787.86,1288.0,125635.72,137.950859,9.152872,32.880089,8.680248,42.164087,5.650224,33.031764,5.284227,28.670678,0.0,0.0,5.52686,27.464952,49020.2,71.6,43.518,85.304,9.134,2.404,13.484,1.012,19.254,668.4,754.726,6739.2,1,7.46,82012.4,291165.2,1.0,7.1,32.0,27.9,33.0,4.64,5.74,20.4,9.2,15.8,2.8,10.84,16.88,1.975,4.075,2.24,11.84,23.86,5.42,5.1,30.72,6.56,36.06,61.22,13.88,31.1,904.225711,152.234282,High-High,Gloucester
34031,2598.0,300465.780001,397.0,54694.57,426.0,45223.05,491.0,48535.44,636.0,69249.96,648.0,82762.760001,81.0,14.609572,49.734279,8.920188,36.80497,8.757637,16.083176,6.132075,17.251996,8.333333,24.11227,8.929946,27.808591,72280.8,73.0,42.74,70.29,8.526,15.724,19.304,1.082,19.19,606.8,826.382,8268.6,1,15.58,65673.0,503637.4,1.0,16.3,34.5,21.0,28.2,5.56,13.46,15.8,6.2,17.6,2.8,12.44,15.58,1.725,2.025,3.5,10.32,23.2,8.02,4.78,33.42,6.14,35.1,63.52,15.9,32.18,2728.366731,391.568478,Non Significant,Passaic
35001,15660.0,967162.629999,3147.0,194580.22,3375.0,214791.64,3293.0,188365.84,2934.0,188296.89,2911.0,181128.04,368.987476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110905.8,69.6,47.022,61.826,2.876,28.588,24.45,0.9,15.726,585.2,493.484,3744.4,1,16.36,51416.0,677857.8,2.0,11.1,23.2,31.3,34.4,5.28,10.56,17.6,7.8,11.6,2.8,8.6,18.9,2.9,4.25,3.0,7.26,19.1,7.42,2.3,21.28,4.92,28.14,40.84,8.56,17.38,583.943358,95.540252,Non Significant,Bernalillo
30093,38.0,13073.79,0.0,0.0,0.0,0.0,0.0,0.0,27.0,7789.85,11.0,5283.94,2.990765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7390.4,71.0,46.944,94.98,0.19,2.15,20.982,0.888,14.286,629.6,477.108,4041.4,0,16.1,45840.4,34770.4,5.0,7.5,32.0,33.3,27.2,4.22,9.98,20.0,10.0,8.0,2.2,8.0,17.78,2.45,2.9,2.86,14.1,16.66,4.52,2.08,20.68,3.48,28.02,43.24,12.58,19.74,48.39459,10.286203,Non Significant,Silver Bow
