FIPS,Total Number of Services,Total Medicare Payment Amount,Total Number of Services: 2019,Total Medicare Payment Amount: 2019,Total Number of Services: 2018,Total Medicare Payment Amount: 2018,Total Number of Services: 2017,Total Medicare Payment Amount: 2017,Total Number of Services: 2016,Total Medicare Payment Amount: 2016,Total Number of Services: 2015,Total Medicare Payment Amount: 2015,tot_ratio,% ASC Procedures: 2019,% ASC Billing: 2019,% ASC Procedures: 2018,% ASC Billing: 2018,% ASC Procedures: 2017,% ASC Billing: 2017,% ASC Procedures: 2016,% ASC Billing: 2016,% ASC Procedures: 2015,% ASC Billing: 2015,% ASC Procedures,% ASC Billing,Beneficiaries with Part A and Part B,Average Age,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Eligible for Medicaid,Average HCC Score,Hospital Readmission Rate,Emergency Department Visits per 1000 Beneficiaries,Procedures Per Capita Standardized Costs,Procedure Events Per 1000 Beneficiaries,metro,pct_poverty,median_house_income,pop,2013_Rural_urban_cont_code,Pct_wthout_high_diploma,Pct_wth_high_diploma,Pct_wth_some_coll,Pct_wth_coll_degree,unemployment,pct_uninsured,fibro,tabacco,obesity,migrane,Alzheimers,Depression,Alcohol Abuse,Drug Abuse,Schizo_othr_psych,COPD,Chronic Kidney Disease,Osteoporosis,Stroke,Diabetes,Asthma,Arthritis,Hypertension,Heart Failure,Ischemic Heart Disease,Population Density,Medicare Population Density,Moran I score for ACS billing fraction,County
37189,46.0,8022.24,0.0,0.0,11.0,1133.99,11.0,1162.26,13.0,3326.12,11.0,2399.87,3.999144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8591.2,72.0,46.956,95.64,0.936,0.746,17.386,0.88,15.566,635.2,649.616,4603.0,0,22.54,46862.4,54925.0,5.0,9.2,20.7,27.8,42.2,4.08,13.3,17.6,10.0,13.6,4.0,9.82,17.42,2.1,2.75,2.3,11.64,15.7,5.92,2.88,22.92,5.64,29.28,55.94,9.3,22.54,175.728509,27.486914,Non Significant,Watauga
35031,3941.0,107060.76,858.0,23936.94,782.0,20614.23,792.0,20492.47,750.0,20516.81,759.0,21500.31,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8527.8,69.6,45.9,17.598,0.482,10.244,47.61,1.148,18.326,421.6,531.062,2906.0,0,33.74,32534.2,72438.2,5.0,22.8,34.4,31.4,11.4,8.44,17.76,12.2,3.4,11.6,1.6,7.5,12.06,4.025,1.325,1.34,6.1,22.94,6.62,2.54,41.18,6.42,25.66,49.74,13.58,16.62,13.291879,1.564789,Non Significant,McKinley
47157,18192.0,3930806.959999,3545.0,710791.0,3950.0,994571.43,2848.0,1023182.03,3767.0,781810.739999,4082.0,420451.759999,341.0,16.248237,64.172962,19.746835,69.915027,21.348315,76.339917,20.86541,67.919408,18.961293,44.201349,19.371152,67.401769,133865.8,71.4,42.002,59.336,37.084,0.922,18.876,1.076,19.492,717.4,667.614,4898.4,1,19.76,48956.6,936374.0,1.0,11.6,27.5,29.3,31.6,4.84,12.74,16.0,7.4,14.0,2.6,11.34,14.18,1.775,2.7,3.74,9.32,24.28,4.64,4.84,27.76,4.14,32.68,62.34,15.52,26.56,1226.946935,175.406657,Non Significant,Shelby
47163,168.0,18369.26,24.0,3543.83,38.0,5337.92,32.0,4525.97,57.0,2598.99,17.0,2362.55,9.356112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40578.0,70.4,45.81,96.072,1.616,0.382,18.114,0.966,18.306,662.4,525.962,4634.6,1,16.02,45607.8,157050.4,2.0,12.8,34.7,28.8,23.6,4.46,11.06,21.2,11.6,15.8,3.4,9.7,21.54,1.975,6.35,3.26,14.28,24.7,7.28,3.12,28.14,4.78,31.54,58.92,12.84,26.54,379.933376,98.165535,Non Significant,Sullivan
45057,22.0,8472.06,22.0,8472.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,20404.6,72.0,44.272,84.128,12.776,0.974,11.468,0.906,17.258,642.0,755.164,5964.4,1,13.22,56048.8,92308.4,1.0,14.1,29.9,29.1,26.9,4.58,12.12,19.0,11.4,17.8,2.6,8.34,15.42,1.45,1.975,2.06,12.3,23.28,5.74,3.74,27.68,4.12,28.04,62.44,10.5,27.78,168.090174,37.15602,Non Significant,Lancaster
36085,1114.0,104872.67,202.0,25667.13,181.0,22310.25,149.0,15426.96,255.0,18870.12,327.0,22598.21,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78549.8,70.6,46.83,79.284,5.42,7.006,23.156,1.07,20.046,574.2,882.556,8294.0,1,12.02,78278.2,474892.6,1.0,11.3,30.4,24.5,33.9,4.68,5.38,19.0,7.4,19.6,2.4,11.02,14.92,1.925,2.6,4.02,10.52,23.38,5.26,3.76,41.58,4.94,33.48,58.36,15.4,32.8,8135.902004,1345.722118,Low-High,Richmond
36105,68.0,5732.18,0.0,0.0,20.0,1494.99,0.0,0.0,16.0,1193.28,32.0,3043.91,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15521.4,70.4,48.732,84.654,6.094,5.796,26.834,1.032,18.69,704.0,631.948,5838.0,0,16.44,52303.4,75115.8,4.0,13.3,33.8,28.2,24.8,4.62,6.94,18.2,11.2,23.4,3.4,8.74,15.88,2.5,3.575,4.06,15.76,21.04,5.4,3.34,27.38,7.32,33.42,57.56,13.26,27.96,77.588387,16.032318,Non Significant,Sullivan
36111,374.0,33437.480001,35.0,3123.06,34.0,3576.31,96.0,7209.7,84.0,7287.98,125.0,12240.43,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36711.2,71.6,45.938,88.85,3.76,3.46,21.78,0.98,18.224,665.2,675.224,6245.8,1,13.58,61888.6,178665.2,3.0,9.3,29.7,28.6,32.5,4.26,6.54,17.2,8.4,20.0,2.8,10.08,17.22,2.575,3.225,3.22,11.88,19.16,5.58,3.86,25.48,5.14,27.56,54.1,12.26,27.08,158.921578,32.654383,Non Significant,Ulster
36119,4885.0,607171.110002,612.0,58432.45,883.0,94162.73,1081.0,138198.720001,1138.0,170773.900001,1171.0,145603.310001,163.0,8.823529,31.566108,5.322763,21.050898,6.567993,24.154088,9.490334,33.322416,8.53971,36.467598,7.778915,29.917697,153032.0,74.4,42.824,74.792,10.68,7.78,17.796,1.046,18.262,599.4,793.336,7277.2,1,9.06,92362.6,968889.6,1.0,11.9,19.2,19.9,48.9,4.2,6.86,16.6,4.4,13.0,2.6,12.36,15.42,1.875,1.65,3.9,9.88,20.12,7.22,4.18,27.4,5.06,30.6,55.3,13.9,28.98,2250.630318,355.477506,Non Significant,Westchester
45091,2129.0,880443.09,436.0,200071.49,324.0,143585.450001,380.0,141840.47,326.0,138005.16,663.0,256940.519999,80.0,60.779817,69.758605,59.259259,68.514728,47.894737,54.789645,58.588957,69.705676,56.561086,63.348739,56.599342,65.265338,41619.4,71.4,44.204,83.74,12.4,1.296,11.704,0.902,16.368,613.6,723.32,5826.8,1,10.56,62867.6,265871.6,1.0,9.2,25.1,32.4,33.3,3.94,10.66,17.2,7.4,17.2,2.8,9.56,14.56,1.55,1.8,2.22,10.66,20.54,5.4,3.9,25.26,4.74,28.36,58.82,9.84,25.82,390.645832,61.151492,Non Significant,York
46013,4603.0,160556.94,926.0,36703.03,746.0,26586.89,855.0,26800.32,1003.0,32977.56,1073.0,37489.14,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6942.8,73.0,44.066,95.512,0.312,0.514,15.11,0.964,14.412,631.4,517.6,4559.2,0,10.42,56441.0,38914.8,5.0,7.0,31.6,32.0,29.4,2.72,10.58,18.8,8.2,23.2,2.4,9.42,18.74,1.95,2.05,3.12,12.24,24.76,9.12,2.3,25.42,4.22,32.4,54.5,14.12,28.16,22.71759,4.053051,Low-Low,Brown
37171,229.0,67943.11,0.0,0.0,55.0,13687.41,126.0,36500.16,48.0,17755.54,0.0,0.0,8.933598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17428.6,70.2,44.36,92.778,4.338,1.442,31.188,1.09,17.592,879.0,498.362,3754.0,0,16.66,43050.6,71971.0,4.0,20.5,28.9,32.5,18.0,4.3,15.5,25.0,16.6,20.8,4.2,11.74,24.98,2.275,5.55,4.36,17.88,25.4,5.54,3.82,32.2,4.46,35.24,62.72,15.62,27.18,135.241635,32.750307,Non Significant,Surry
24510,73985.0,5295317.740003,15376.0,1161387.689999,14118.0,1008002.179999,14786.0,1051852.680002,15072.0,1059123.930001,14633.0,1014951.260003,1257.541307,0.773933,4.630139,0.927893,5.773075,1.027999,6.10501,0.736465,4.656347,0.403198,3.098023,0.77313,4.852253,90956.4,69.0,42.764,30.218,66.242,1.08,35.784,1.214,23.712,1039.4,632.052,4484.4,1,21.18,47367.8,609032.4,1.0,14.8,29.1,24.2,31.9,6.1,7.56,18.6,13.8,19.0,2.6,11.56,20.26,4.4,8.2,5.56,12.26,27.24,4.4,4.98,33.76,7.24,32.06,63.96,15.84,25.96,7524.12038,1123.695394,Low-High,Baltimore
45063,879.0,241729.84,76.0,41148.93,177.0,35439.5,206.0,57242.88,192.0,55126.68,228.0,52771.85,26.926352,81.578947,95.456796,50.282486,75.408936,94.174757,97.817301,85.9375,92.451985,68.859649,83.964178,75.881684,89.882408,48604.8,71.6,44.44,88.896,7.928,0.93,9.958,0.876,15.426,514.4,763.184,6135.4,1,12.2,59210.2,290278.0,2.0,10.4,28.2,31.1,30.4,3.48,11.6,17.8,6.8,14.8,2.6,8.9,17.76,1.5,1.65,2.24,9.48,19.5,4.74,3.2,26.06,4.58,30.64,60.5,11.62,27.82,415.327802,69.54342,High-High,Lexington
27007,953.0,36182.65,227.0,7663.85,289.0,11616.5,437.0,16902.3,0.0,0.0,0.0,0.0,22.717416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8006.0,69.4,47.684,80.098,0.436,0.422,31.91,1.088,18.104,778.6,492.442,3472.2,0,17.6,48084.4,46402.6,7.0,7.9,27.8,35.2,29.2,4.7,9.02,23.6,14.4,20.6,4.6,9.58,23.22,3.275,4.625,4.9,10.2,24.32,4.76,2.88,26.96,5.24,27.54,47.32,12.38,26.16,18.524436,3.196085,Low-Low,Beltrami
46135,136.0,31165.13,67.0,13531.3,13.0,859.13,12.0,2009.28,0.0,0.0,44.0,14765.42,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4534.2,72.2,44.87,0.0,0.0,0.0,18.892,0.89,13.436,500.4,554.308,5158.2,0,11.58,55393.2,22717.2,7.0,9.1,35.4,29.8,25.7,2.6,9.96,17.2,6.8,12.2,2.0,8.7,14.74,1.825,1.625,4.92,9.92,19.38,3.94,2.5,22.92,4.96,23.88,45.66,12.4,22.32,43.58935,8.70014,Non Significant,Yankton
25005,1575.0,409943.38,254.0,56029.47,252.0,51428.48,241.0,67785.57,383.0,109763.83,445.0,124936.03,77.0,19.291339,52.003169,20.634921,44.155417,25.311203,39.890098,24.281984,43.859585,30.337079,39.783544,24.761905,43.111132,109557.0,69.4,44.564,86.99,2.5,6.78,33.322,1.042,20.838,853.0,553.884,4941.6,1,11.3,65588.0,561036.6,1.0,14.3,29.9,27.1,28.7,4.88,3.66,19.6,12.4,21.4,4.2,10.28,25.56,4.25,5.1,5.18,14.1,22.78,7.28,4.02,28.5,8.26,31.7,60.96,12.86,24.58,1014.35664,198.079538,Non Significant,Bristol
25009,881.0,79660.19,98.0,8315.2,127.0,14736.19,94.0,11319.94,300.0,21490.39,262.0,23798.47,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140394.2,71.4,43.412,86.248,1.564,8.254,27.234,1.02,19.348,718.8,556.228,5131.4,1,10.38,75335.0,783676.4,1.0,10.7,25.1,24.4,39.9,3.92,3.64,19.4,9.4,17.4,3.8,11.02,24.08,3.825,3.775,4.4,10.8,24.72,7.94,3.62,23.86,6.88,31.4,56.32,13.0,23.54,1591.017596,285.027905,Low-Low,Essex
34023,4678.0,530680.080003,862.0,107912.620002,833.0,88953.979999,792.0,91433.67,1139.0,125029.930001,1052.0,117349.880002,115.893847,3.480278,26.46645,5.042017,26.809222,5.681818,31.34785,2.985075,18.864147,2.186312,10.326453,3.719538,22.004766,116842.2,73.2,43.046,72.312,7.06,8.176,14.744,1.05,19.43,568.4,791.846,7873.8,1,8.46,85211.0,825920.0,1.0,10.2,25.3,21.0,43.6,4.0,8.74,15.8,5.6,16.6,2.0,10.96,14.64,1.575,1.975,2.84,10.44,24.8,6.44,4.92,35.82,5.62,32.64,64.94,17.22,34.7,2673.624374,378.235366,Low-High,Middlesex
26055,310.0,82587.63,31.0,10292.09,81.0,30124.64,58.0,8234.64,47.0,10762.74,93.0,23173.52,15.730919,54.83871,78.415657,65.432099,74.811317,0.0,0.0,0.0,0.0,18.27957,35.289503,28.064516,46.962324,20070.6,72.0,44.484,95.36,0.436,0.864,18.43,0.958,16.754,713.2,619.15,5541.2,0,8.9,60309.4,92181.4,5.0,4.8,24.0,35.2,36.0,4.06,6.76,22.2,10.4,24.6,4.6,10.88,22.78,2.875,3.775,3.28,11.36,22.3,6.34,3.4,22.64,4.86,32.58,52.5,11.82,23.38,198.52519,43.224769,High-Low,Grand Traverse
31111,459.0,20975.99,108.0,4603.02,80.0,2924.38,48.0,1570.9,103.0,3326.86,120.0,8550.83,22.992897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7343.8,72.0,43.956,93.494,0.404,4.124,17.98,1.006,18.362,715.0,570.938,4998.6,0,10.84,56992.4,35263.0,5.0,6.5,28.5,41.8,23.2,3.08,8.6,23.2,11.0,14.0,3.2,10.34,19.08,2.375,3.025,3.5,15.3,20.16,5.5,3.34,27.6,3.7,33.0,55.02,16.66,28.9,13.752755,2.864121,Non Significant,Lincoln
28089,253.0,44921.1,196.0,34236.8,57.0,10684.3,0.0,0.0,0.0,0.0,0.0,0.0,13.0,37.755102,59.420477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.249012,45.28756,15872.4,72.2,42.456,71.456,25.768,0.462,17.694,0.952,17.894,615.4,613.422,5362.4,1,10.98,69947.2,104561.8,2.0,8.3,17.0,26.3,48.4,4.26,10.32,17.8,5.6,11.8,2.8,12.2,15.58,1.375,2.925,3.36,8.3,19.02,6.16,4.54,24.46,3.96,36.1,58.48,12.24,24.38,146.341388,22.214509,High-High,Madison
27049,1866.0,68436.56,404.0,15778.8,289.0,10700.81,349.0,12639.63,359.0,13650.94,465.0,15666.38,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9704.4,71.4,46.36,94.728,1.118,0.762,16.772,0.906,16.12,738.2,370.91,2789.4,0,7.76,66162.4,46246.4,4.0,5.6,32.8,35.5,26.0,3.26,5.1,15.2,8.8,13.4,2.8,9.16,18.76,2.625,3.1,2.76,8.3,19.9,4.7,2.5,20.98,3.62,23.88,43.14,12.98,21.72,61.104754,12.822295,Low-Low,Goodhue
37049,93.0,9880.41,26.0,3857.62,19.0,2002.03,0.0,0.0,26.0,2383.27,22.0,1637.49,6.929021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21962.0,71.8,45.328,77.678,18.74,1.214,16.144,1.0,16.336,702.2,826.582,6920.6,1,15.06,50567.8,102490.8,3.0,11.2,26.0,37.5,25.3,4.82,11.98,22.0,10.6,16.8,2.8,8.78,18.4,1.95,2.85,2.94,13.22,26.2,8.96,3.6,29.9,4.66,36.16,60.26,11.78,24.02,144.565404,30.977858,Non Significant,Craven
37051,683.0,292253.49,32.0,13660.0,79.0,36252.22,208.0,97381.509999,174.0,70392.24,190.0,74567.52,30.777095,100.0,100.0,100.0,100.0,74.519231,82.389131,70.689655,82.85007,62.631579,73.643619,74.377745,83.276419,48577.4,69.2,44.77,54.538,37.004,3.932,21.494,1.064,20.544,799.6,743.0,4389.2,1,18.24,45021.8,332860.6,2.0,9.0,25.9,39.5,25.5,5.94,11.12,20.8,11.8,23.0,3.6,11.34,17.1,2.275,3.625,3.46,13.44,27.6,5.44,4.26,34.48,5.68,37.14,64.6,13.94,29.92,510.275864,74.469236,Non Significant,Cumberland
42091,5316.0,988724.109999,1253.0,270306.99,1147.0,175883.22,914.0,149467.22,1091.0,234605.05,911.0,158461.63,202.23358,24.900239,57.01658,14.123801,44.185432,17.50547,46.611284,21.72319,52.902288,11.964874,32.478291,18.434913,48.252107,143259.2,73.0,43.028,86.34,6.536,1.258,12.104,0.97,17.202,590.2,791.242,7515.8,1,6.1,87449.4,823822.6,1.0,5.6,23.6,21.6,49.3,3.88,4.82,17.0,5.6,15.2,3.2,11.46,18.7,1.95,2.225,3.22,8.9,21.32,8.6,4.88,22.74,5.46,35.26,57.58,12.02,26.62,1705.495611,296.578337,High-High,Montgomery
34025,2048.0,515613.97,364.0,76673.17,259.0,53569.9,361.0,99488.160001,521.0,136924.45,543.0,148958.29,102.996982,30.494505,67.937689,26.640927,61.58464,29.916898,67.449353,31.669866,68.662397,30.755064,66.564439,30.273438,66.979138,110217.0,73.0,43.366,85.044,5.988,3.314,10.984,1.026,18.12,629.6,865.924,8696.8,1,6.96,95223.8,621658.8,1.0,6.6,23.4,24.0,46.0,4.02,7.18,18.6,6.4,17.0,2.8,11.48,16.06,2.6,2.475,2.84,11.36,23.46,6.2,4.92,29.58,5.24,36.16,61.76,14.78,32.54,1326.083794,235.108033,High-High,Monmouth
34039,1073.0,347135.259998,217.0,44836.229999,101.0,52926.39,211.0,46223.54,345.0,146683.689999,199.0,56465.41,49.957581,20.737327,34.167859,36.633663,50.809946,11.848341,21.161209,52.173913,75.51526,26.633166,47.695465,31.686859,54.645247,75846.4,73.4,42.596,64.096,18.422,11.808,14.618,1.074,18.51,560.4,759.988,7249.6,1,9.48,75980.4,554033.4,1.0,13.6,28.6,21.8,36.0,4.66,12.04,15.2,5.4,18.6,1.8,11.92,14.1,1.75,1.675,3.42,9.0,22.54,6.48,4.6,32.86,5.08,30.58,61.8,16.84,32.32,5386.548053,737.410918,High-High,Union
09011,4456.0,499837.869999,756.0,97285.54,735.0,83606.34,954.0,130860.35,966.0,72049.16,1045.0,116036.48,61.0,9.52381,47.445561,10.612245,42.888267,11.215933,49.358373,1.345756,9.201051,8.421053,42.514096,8.034111,40.526473,49733.0,72.0,44.808,86.864,3.932,3.948,28.782,1.06,17.664,867.2,618.804,5346.6,1,9.32,70119.4,267389.8,2.0,7.7,29.5,29.5,33.3,4.42,5.32,18.8,10.4,18.4,3.4,11.46,22.1,3.375,3.825,4.22,15.14,22.02,7.6,3.84,25.62,7.04,33.74,61.64,13.94,25.16,402.163705,74.800189,Non Significant,New London
10001,470.0,158308.97,130.0,56215.06,88.0,27841.07,73.0,22656.11,52.0,20202.56,127.0,31394.17,25.0,61.538462,79.688379,69.318182,92.302092,52.054795,92.607513,67.307692,97.377115,45.669291,82.150667,57.87234,86.501232,33176.6,70.8,45.07,74.742,19.644,2.186,19.82,1.034,18.316,674.2,705.89,6848.2,1,13.5,56113.6,176699.0,3.0,12.6,32.9,30.8,23.7,4.64,7.38,18.8,8.8,25.0,3.0,9.46,16.32,1.925,3.85,2.7,13.86,27.7,5.64,4.76,33.04,5.96,35.2,67.16,11.44,27.32,301.442051,56.59807,High-High,Kent
10003,16282.0,5689106.499989,3963.0,1264146.619992,3457.0,1288091.950008,2979.0,1089075.959991,2781.0,1010063.199998,3102.0,1037728.769999,253.0,43.906132,65.135019,54.989876,67.411146,54.380665,63.812195,56.634304,63.048791,57.865893,67.765446,53.009458,65.506546,89556.4,72.2,43.358,73.508,18.6,3.022,16.73,0.982,17.24,647.2,736.808,6411.8,1,11.76,69180.4,556165.0,1.0,8.4,30.8,24.6,36.2,4.1,6.02,18.2,8.4,20.0,3.0,10.18,18.7,2.475,3.75,3.02,9.1,22.66,5.46,4.6,29.34,5.72,33.36,59.96,12.04,26.86,1304.675734,210.085248,High-High,New Castle
12009,2159.0,734715.980001,267.0,119871.65,471.0,184677.570001,388.0,114045.059999,442.0,139468.09,591.0,176653.610001,109.0,68.539326,91.725466,57.112527,84.202278,37.113402,71.042455,41.855204,75.204529,39.763113,74.282926,47.058824,79.294008,143606.0,72.8,46.126,86.302,6.36,4.104,12.88,1.042,17.624,652.4,903.032,6421.2,1,12.18,53871.2,585506.8,2.0,7.8,28.3,33.8,30.2,4.52,13.4,20.8,9.4,20.2,3.6,11.92,17.86,2.575,3.15,2.48,14.34,27.02,8.34,4.8,28.66,4.6,35.5,63.62,15.36,32.22,576.476866,141.391247,High-High,Brevard
05031,2312.0,540430.26,422.0,92482.22,489.0,115445.26,456.0,102787.7,481.0,106932.24,464.0,122782.84,92.942775,20.379147,48.748278,31.697342,70.310111,20.175439,45.309429,19.75052,45.114598,36.422414,63.387367,25.821799,55.307147,17484.0,70.2,42.968,92.498,5.546,0.756,20.994,0.932,18.774,753.0,534.11,4236.2,1,16.64,45857.4,107345.0,3.0,10.7,34.6,28.5,26.2,3.3,9.52,22.2,10.6,14.0,3.0,12.66,20.84,1.425,2.525,3.42,12.84,18.42,6.46,3.84,26.0,3.28,33.8,58.82,12.78,26.78,151.787457,24.722641,Non Significant,Craighead
05035,78.0,72145.98,32.0,31723.2,21.0,20260.36,25.0,20162.42,0.0,0.0,0.0,0.0,3.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,100.0,100.0,8410.6,68.2,43.914,59.384,38.886,0.692,31.974,1.098,19.908,690.2,646.51,4578.4,1,22.82,39770.4,48671.8,1.0,17.4,34.8,30.4,17.4,4.7,8.28,17.0,10.4,14.8,2.2,10.68,14.44,1.95,3.125,4.14,12.14,25.88,4.02,4.14,31.42,3.38,31.44,65.9,18.98,28.0,79.821241,13.793296,Non Significant,Crittenden
05063,81.0,6311.88,11.0,1144.95,0.0,0.0,15.0,1134.0,24.0,1772.37,31.0,2260.56,5.993373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8176.6,70.4,44.89,96.772,1.23,0.798,22.184,0.956,15.938,735.8,552.176,4390.0,0,16.04,43318.4,37427.2,7.0,14.0,37.6,30.9,17.5,4.74,9.48,25.0,13.4,14.8,3.6,12.18,19.04,1.825,3.7,4.56,15.38,19.36,7.68,4.08,26.44,3.88,38.42,59.88,21.34,33.66,48.991496,10.703014,Non Significant,Independence
04025,786.0,373209.389999,186.0,83353.819999,100.0,57101.57,163.0,97611.61,212.0,85468.94,125.0,49673.45,47.0,54.83871,83.741873,69.0,94.598712,77.300613,90.218479,66.509434,91.734892,71.2,79.687962,67.048346,88.387838,72069.8,73.0,47.478,92.796,0.354,3.524,7.42,0.792,13.142,531.6,717.978,6032.6,1,13.5,49980.8,228066.6,3.0,9.0,25.8,39.3,25.9,4.84,13.76,19.4,6.4,15.4,2.8,6.96,13.14,1.7,2.25,1.22,10.08,18.16,8.14,3.12,17.68,5.62,32.56,48.12,9.0,23.4,28.074922,8.871768,Non Significant,Yavapai
05005,555.0,61288.13,279.0,25588.61,249.0,26926.23,0.0,0.0,14.0,4275.72,13.0,4497.57,6.945955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14692.2,72.4,46.584,0.0,0.0,0.0,13.858,0.896,15.584,605.2,662.444,4638.0,0,14.16,40339.2,41426.6,7.0,11.3,36.3,34.5,17.9,4.42,9.18,24.2,11.2,17.4,2.8,12.34,15.62,1.875,3.175,1.66,12.24,20.56,7.96,3.22,23.64,3.38,31.94,58.66,11.4,26.08,74.739077,26.506676,Non Significant,Baxter
05007,228.0,104932.19,28.0,15411.76,38.0,16425.28,52.0,18943.4,65.0,35322.65,45.0,18829.1,16.976489,57.142857,55.217315,31.578947,43.158351,0.0,0.0,20.0,20.254709,31.111111,37.325204,24.122807,28.38151,38359.8,72.0,44.566,92.024,0.49,4.018,13.822,0.952,15.2,684.4,656.69,5084.4,1,9.3,65769.4,265759.0,2.0,11.4,29.2,26.1,33.4,3.02,10.56,23.2,9.2,17.6,3.0,10.38,20.18,1.675,2.375,2.44,11.82,21.46,7.32,3.4,22.74,4.32,34.1,56.4,12.88,34.42,313.632861,45.269939,Non Significant,Benton
12021,1861.0,972459.689999,253.0,122392.08,372.0,176378.02,330.0,189805.94,402.0,222471.98,504.0,261411.67,80.82477,49.011858,62.518857,51.88172,69.272719,84.242424,93.31963,85.820896,95.941979,80.555556,91.115049,72.326706,85.088933,90715.4,75.0,46.902,89.442,1.792,5.35,7.312,0.924,15.214,510.4,1080.786,8521.6,1,11.34,67711.0,371453.4,2.0,12.9,25.8,24.9,36.4,4.2,22.3,19.8,4.4,16.0,3.2,9.72,15.06,2.325,2.0,1.5,9.0,21.18,9.16,3.82,21.82,4.08,37.62,57.16,12.06,32.96,185.88247,45.395742,High-High,Collier
12033,5079.0,1995651.829996,1493.0,400083.799996,758.0,376109.69,733.0,269671.58,1028.0,469816.510001,1067.0,479970.25,200.096333,28.466175,70.789417,53.693931,74.291537,40.927694,60.218381,62.451362,79.087067,65.79194,83.385839,48.749754,75.003957,64767.0,71.4,45.568,79.518,14.716,1.944,17.318,1.04,18.082,770.6,750.708,5258.8,1,15.44,48498.8,313490.6,2.0,9.5,27.2,36.7,26.5,4.38,12.48,21.6,9.8,18.6,3.6,12.16,19.34,2.425,4.075,3.2,13.62,25.2,8.32,3.94,28.74,4.92,39.64,62.1,15.24,29.5,477.546419,98.66085,High-High,Escambia
05119,27594.0,3988468.730001,4804.0,741655.04,5503.0,827213.44,5877.0,829594.74,5395.0,794754.119999,6015.0,795251.390002,467.0,8.846794,29.484104,9.304016,35.350346,8.235494,29.389167,8.785913,31.880354,7.514547,29.551667,8.505472,31.171978,68849.2,70.4,43.076,72.366,24.206,1.068,18.302,0.962,19.432,670.4,659.388,5269.4,1,16.58,49888.2,392967.2,2.0,9.6,26.0,30.1,34.3,3.66,8.76,19.6,9.4,14.2,3.0,11.28,18.24,1.85,3.8,3.62,8.86,19.86,6.78,4.04,24.16,4.64,31.04,57.26,12.8,28.02,517.223397,90.619312,Non Significant,Pulaski
17031,138941.0,10069100.240002,24918.0,1965019.559999,26062.0,1888000.310002,27738.0,2031672.45,26807.0,1916955.2,33416.0,2267452.720003,2239.725468,0.818685,5.987099,0.675313,5.462128,0.728243,5.636009,0.723692,4.818893,0.469835,3.428165,0.671508,5.019177,717075.0,73.0,42.842,62.502,20.96,10.31,20.91,1.062,20.362,663.0,649.586,5516.2,1,14.52,62197.8,5198274.8,1.0,12.9,23.1,25.2,38.8,5.18,10.22,16.0,7.2,15.4,2.2,11.64,15.38,2.175,2.05,3.4,10.36,23.8,7.02,4.16,28.84,5.52,35.6,58.38,16.56,26.42,5498.922911,758.547845,Non Significant,Cook
